month,day,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
10,5,,45574.503,33689.469,47691.137,54080.23,44889.719,48288.142,35730.531,33902.724,46113.455,28529.524,41545.741,60851.486,42659.164,56003.483,47115.212,55503.695,48080.774,52188.357,57642.875,59838.862,37953.874,24984.136,38204.391,39594.498,29746.503,31822.704,44071.034,51848.947,38191.996,32099.829,64801.397,37394.378,55786.75,52851.469,68660.136,68628.473,63213.114,39681.151,46522.226,54584.308,35026.48,53171.562,60299.47,54131.201,53383.469,
10,6,,49881.991,31127.219,43865.08,59119.221,52521.733,39518.121,36354.603,34804.978,53409.072,30573.379,37533.741,65520.327,51179.564,47606.998,48111.066,61590.505,44519.135,52717.557,48156.024,60112.348,36316.099,27756.362,37451.561,34482.826,27299.68,29234.933,39538.258,53907.976,39179.824,36200.52,71248.386,40412.79,50008.941,51029.859,63348.224,68314.127,55264.998,39706.998,40129.659,54307.416,41276.753,54322.01,51989.311,56208.969,50248.514,
10,7,,48065.893,35487.937,47596.702,49451.272,53859.245,38077.467,32663.978,35972.36,55030.693,35589.558,35360.987,73782.976,55646.686,42188.109,48371.07,63760.526,40987.652,60146.43,45304.931,54874.951,37041.952,29259.133,31623.271,30186.987,29689.703,28795.582,37549.108,51996.237,38622.794,42447.892,71005.255,45045.095,47885.096,54013.022,53564.297,63054.843,45749.067,41231.05,32779.55,55851.232,44207.479,54807.551,49206.871,50572.075,46227.029,
10,8,,49345.463,38601.645,41518.749,42578.585,59618.34,39197.266,23232.414,30427.987,57160.741,35808.062,39834.23,70775.432,53594.077,40184.914,45018.189,67338.266,36499.657,76046.718,45746.334,45371.437,40795.309,35707.08,27214.256,29840.823,30178.231,27624.082,31708.861,52270.981,37073.956,45476.04,65303.894,46028.169,45568.261,58782.504,42246.126,66526.73,40915.1,42193.331,30906.367,57508.448,47658.052,51936.176,44061.903,43441.589,42557.994,
10,9,,50013.434,44755.777,32787.905,42249.928,69461.147,31707.471,25403.572,27974.365,51654.058,36745.222,44200.812,65188.587,49602.442,35411.151,43523.294,62621.661,34208.15,78056.57,46767.076,41385.157,44951.654,38429.061,26421.707,33485.468,28151.665,30999.431,26256.606,50116.731,37998.625,48321.603,58620.255,41204.721,47492.135,61013.616,40613.757,66692.698,35688.672,46312.102,34782.033,54969.658,56420.297,46532.437,36561.525,36699.351,40044.896,
10,10,,47891.537,50636.707,39099.356,35853.994,56607.265,34574.681,27514.31,31091.355,46995.275,37763.964,41850.386,61425.818,51310.743,42216.352,41902.485,54718.035,32804.256,76210.23,43378.492,33675.809,46475.662,38525.464,28229.434,35727.883,26875.232,30721.438,22907.227,46446.432,40831.938,46062.603,52180.75,43973.308,48840.52,60831.981,41899.991,59197.127,37342.098,49844.106,39667.054,51786.848,63048.4,47490.508,36386.436,32669.279,39571.803,
10,11,,40118.184,43425.716,40542.551,37789.412,51018.016,40872.982,25619.66,28332.289,41084.698,35284.44,44344.477,50752.46,49072.303,45336.599,40797.818,46703.518,29541.068,66478.731,49111.678,25672.643,46971.478,40072.922,28897.79,40459.991,27868.374,37013.265,24449.262,44352.879,38978.362,50488.205,44722.356,43942.651,52872.454,57043.637,45110.715,54360.702,48155.37,52147.699,40896.736,48128.726,58928.168,50424.439,36526.371,36244.659,39865.926,
10,12,,37960.428,43033.888,35798.458,41626.431,48993.466,37009.603,25788.126,33640.354,34073.841,34500.464,46606.244,38596.872,46180.208,45282.283,41355.605,44765.045,29884.82,54657.075,53489.26,23099.491,49447.889,42231.306,31903.587,42194.13,22529.057,41555.481,26777.522,41447.323,44719.092,59302.506,38010.841,43075.18,55960.631,52065.008,43218.56,58601.408,60509.591,49635.352,41011.811,46133.679,59488.128,50503.607,37173.912,43246.512,38370.305,
10,13,,35667.186,36648.726,39016.266,36836.189,37921.934,34795.973,28980.654,40790.91,26672.036,42793.087,47161.503,36336.818,44851.588,46965.242,41999.708,39304.584,36356.089,38333.832,57704.508,21206.365,46023.645,36216.796,36369.946,44290.79,22947.111,47539.932,32701.478,36674.799,48257.644,62193.553,34642.286,39114.422,53887.732,45664.894,40217.948,63302.709,62772.707,45258.188,38819.265,44692.66,60024.519,51898.406,37722.401,44359.732,35611.55,
10,14,,27826.09,26441.069,40848.823,34457.977,35414.526,31749.289,28598.036,36623.942,25114.711,50810.341,42863.122,37299.739,42077.672,48339.883,40931.641,34711.022,37411.012,28312.022,53876.209,22449.623,45367.833,33019.757,33469.659,47427.669,28458.063,51193.357,38109.902,30649.358,43123.985,61852.714,31229.351,40645.63,47336.729,44840.8,37054.028,58079.264,66774.24,39963.599,34383.909,44181.134,54909.099,54438.945,39623.955,42467.655,33127.897,
10,15,,31822.37,21611.839,35412.106,32885.815,37672.039,27469.384,27418.279,36273.245,25364.763,51243.671,42275.897,43024.069,35043.815,43664.078,40661.86,37837.884,41846.419,30943.607,47587.176,24498.98,44526.252,34413.116,29328.255,48837.757,28847.527,55133.124,41789.661,26538.621,38004.941,63049.079,35381.461,37209.993,42277.966,48634.033,32772.042,53237.804,69536.363,36722.007,30864.716,44941.683,46115.298,54422.08,41735.827,42826.13,37528.03,
10,16,,35447.817,17915.891,42103.337,28498.599,39895.949,30851.808,30212.238,40725.383,24703.834,51186.844,39144.885,49413.935,30770.237,46441.099,40919.373,39588.687,42231.676,48240.47,41354.585,25128.614,47740.911,34204.16,32116.259,46919.191,27825.464,52021.276,41532.24,20954.368,34256.161,55969.671,37909.731,32949.845,41063.579,52766.111,28466.125,55184.274,63325.884,37894.917,32043.874,46666.594,41404.644,51559.109,43185.883,39125.609,43443.015,
10,17,,32077.129,20731.684,49999.87,33240.563,37371.739,31636.29,41426.251,38959.833,24380.264,44495.571,42911.215,47334.425,33297.503,50827.732,42909.79,42181.718,41917.984,61314.943,40305.903,27193.711,49694.643,32577.102,39307.13,50686.868,29380.748,46903.049,39993.231,19100.591,24453.512,41551.05,38415.416,31254.287,46755.621,58562.484,28992.446,52601.261,51620.021,42940.043,34266.515,42503.047,38083.834,50170.445,43010.733,39303.915,46343.524,
10,18,,32575.343,19158.324,40747.962,36232.993,41520.803,34092.632,44456.521,38670.273,24025.596,34782.643,41613.572,46160.673,41551.586,52144.405,48226.459,45492.36,38699.585,62857.985,40342.025,31922.052,50743.605,39453.819,46360.021,48978.885,31923.374,40459.053,35855.069,19090.885,17065.376,33210.186,41981.119,40355.362,54958.134,65552.14,29058.924,50564.861,54948.501,52737.347,33712.288,41536.896,33156.974,51587.85,40246.383,50307.911,46343.108,
10,19,,39424.542,25434.748,38864.974,34503.308,47081.351,38310.987,43248.131,43860.407,26023.281,24723.766,39659.132,51855.396,51559.767,51867.716,50476.168,50093.319,37954.906,65037.029,44094.657,33394.346,47451.04,40439.786,57448.42,44234.427,28668.619,33821.289,30130.487,19126.216,19038.328,28730.11,45871.38,46320.468,60466.817,67422.66,28766.516,54373.42,51810.29,62931.627,30781.486,39155.721,30017.297,51428.788,37246.823,54804.309,54550.149,
10,20,,39229.348,32175.431,36360.296,36884.216,38995.648,31585.784,52342.814,36687.465,29928.927,22662.18,38051.403,50144.797,56260.664,46400.754,51005.492,51486.526,33289.782,60228.507,51420.485,32371.32,51219.689,38374.676,57984.403,40738.427,28770.809,26875.963,25563.228,19244.657,23745.452,25799.638,42713.839,47287.605,64550.146,67893.502,26678.242,57424.137,51135.379,63888.134,32172.629,36400.833,31583.869,44236.963,32605.239,54762.558,54646.027,
10,21,,39114.982,26743.719,26797.543,38377.707,36321.588,28570.348,43125.836,30216.368,33453.26,25597.368,38622.172,48445.66,56360.356,38587.232,49918.331,58135.735,33579.763,43817.794,58345.01,32108.678,46439.28,39092.474,51750.153,37263.212,29027.962,21577.739,24768.848,20234.108,30364.565,22908.379,41971.236,44049.404,61349.689,63326.025,25341.584,57527.927,54028.042,60869.298,33924.773,32313.456,34762.947,44760.808,29139.558,51355.934,53851.272,
10,22,,46004.595,26933.944,29628.709,36204.315,35057.894,30140.567,32761.617,31190.431,36131.336,32265.591,33653.07,54717.013,50768.913,35328.225,44743.621,55243.064,34014.914,32456.55,61639.483,29154.009,43795.866,44638.93,41377.114,30867.511,30490.273,20154.757,23182.032,20579.852,39513.411,22754.787,44010.727,39720.275,48663.973,57840.452,24935.53,50574.571,55622.693,58661.927,37912.656,32226.767,38200.509,45350.978,30540.967,43067.818,51730.448,
10,23,,39068.305,29586.82,33320.989,32123.498,27677.375,25708.192,30059.783,27740.07,36277.783,35832.503,31052.607,62059.448,44381.34,32231.425,39813.106,55781.017,31876.147,33101.899,58865.508,25093.112,42967.214,38342.551,29434.842,26249.967,35781.607,19576.444,26219.767,19809.993,47451.598,25043.325,41096.661,31232.351,42342.387,49734.459,22596.685,42386.359,48654.593,53400.128,47103.837,32365.514,37097.026,43914.356,34258.345,30708.499,51890.414,
10,24,,32040.987,25386.433,36534.499,32663.277,33097.043,27048.689,24673.999,30128.003,31259.03,36603.633,34306.792,60750.243,36978.318,29726.452,40644.369,52485.616,28271.95,38811.588,55972.151,22356.19,40332.713,41331.246,19393.919,22441.329,46371.089,18598.622,36499.772,19339.332,46372.468,30223.594,37187.532,22417.15,33782.312,48475.198,22210.613,37541.913,44374.351,46671.229,53643.907,35659.97,36468.998,46536.848,37188.246,26473.898,44064.601,
10,25,,30442.163,24185.3,39126.279,30156.149,38233.443,31505.345,25022.248,34021.214,25606.242,38659.48,37469.132,62048.094,32328.429,31827.106,49332.709,46750.662,26586.075,39441.341,53342.835,21544.166,33563.775,47662.916,30939.288,20763.459,47175.425,19347.219,43505.72,23805.522,43697.124,40326.776,33246.726,18941.104,25650.961,43706.537,24877.856,34738.41,42058.558,46741.596,54203.997,40432.36,35988.345,57953.349,35228.689,27365.526,35901.351,
10,26,,26220.119,28337.803,31711.963,24551.879,48134.841,37205.924,25187.431,38244.412,22283.984,36004.03,35496.284,59997.966,31270.223,35031.527,52973.159,39236.532,25688.217,37899.103,54566.668,21974.775,30148.503,52575.644,36500.836,20789.563,47447.057,19794.737,47177.251,27312.341,39143.734,43804.985,31459.872,23128.887,25532.604,43186.22,29075.765,29427.756,39966.357,51265.039,49375.051,43457.486,33341.915,58691.325,35898.291,29510.252,30615.592,
10,27,,37043.677,26022.249,29922.425,26999.701,55937.009,39168.384,28177.793,40797.34,18710.211,29565.044,37572.002,54646.735,38016.506,34142.121,53789.175,39372.815,24374.113,35432.488,49132.454,22061.432,22595.412,56445.718,37426.062,21044.238,46174.633,18475.588,49803.936,26548.074,31833.526,50011.356,29568.945,27345.678,32650.89,41204.225,26870.644,28764.209,40251.937,48459.783,41690.21,46813.759,30833.682,54674.945,31479.243,30982.404,29982.662,
10,28,35135.582,42967.654,21587.088,35182.877,28518.62,57367.023,33186.217,29938.631,39333.635,22171.238,24986.81,37497.231,46460.904,38698.078,32730.175,52620.915,41531.09,23718.397,35374.461,45689.981,22608.641,24484.825,59086.226,38747.135,24536.602,41036.157,17154.805,46947.084,30576.691,24782.807,52233.586,28437.743,26931.292,33819.604,40945.566,25022.541,26709.926,45920.552,45296.536,36274.271,45438.265,36609.885,50674.853,27878.008,31458.936,27773.978,
10,29,35135.582,40775.62,25985.186,31293.557,24906.012,64082.345,34914.484,36802.856,41548.518,25458.512,23907.287,37441.278,40698.95,39391.931,33906.685,48416.026,44944.749,27039.229,32155.26,39013.428,20683.079,29043.38,53471.307,38651.474,26543.421,31671.987,18178.951,37288.233,35996.055,22659.104,48283.937,28319.087,27118.305,35159.253,39005.981,24134.356,30667.795,50428.607,45880.092,35873.028,43188.615,43860.987,45125.752,28434.448,28685.087,25796.922,
10,30,39102.698,47541.172,28086.261,30960.963,24788.071,53205.191,32796.74,42344.911,45390.762,33112.651,20762.92,37807.062,35469.651,40289.679,39109.49,38619.077,44546.39,33803.584,37277.61,33960.194,18361.812,33758.009,44554.675,26607.284,26953.881,31478.481,17091.674,40712.211,34162.275,20097.969,38140.102,30576.956,26001.181,36587.138,43419.145,24464.297,34538.082,50736.052,44416.393,40148.564,40939.891,45052.141,35860.454,33289.36,24838.835,31529.904,
10,31,41864.345,46207.676,35415.382,37999.778,27780.251,45838.969,24891.569,43556.909,44740.739,38672.424,18648.469,39912.502,35711.945,42098.826,41080.479,41340.191,41249.453,42849.051,40323.925,24365.218,20210.707,36411.369,34714.088,20470.367,26486.419,37085.109,16655.344,39664.007,31990.432,17354.516,34763.947,33923.32,23390.394,33435.581,48526.498,24561.011,37854.102,45821.641,37603.475,46781.276,38804.622,49730.255,32570.453,33617.556,24256.714,30881.825,
11,1,44005.995,39966.118,42427.502,48836.456,25722.703,47302.455,38301.187,48256.105,47338.408,42451.971,22401.676,40159.695,38353.743,38817.29,51120.631,54369.824,44147.27,60560.137,41085.891,23231.703,34699.199,44962.426,25077.554,32489.983,33252.32,44651.677,18614.877,39842.079,39381.971,22041.677,34652.629,33544.766,26660.675,35906.48,63121.419,32298.636,46616.884,47556.28,37264.093,56770.845,40151.705,62899.687,45610.696,38239.032,33891.976,35848.518,
11,2,47663.113,45452.833,45074.425,50402.794,44730.728,40840.157,46840.839,50162.996,52804.499,42315.746,31393.328,50212.961,44761.533,47565.196,59324.571,61160.537,49747.9,85202.15,41294.023,26155.985,50720.158,53734.216,23005.853,42126.886,44498.76,49915.794,22049.886,42248.033,44575.109,24688.637,43008.875,35354.364,34143.854,39517.264,74164.553,43014.831,61242.276,45639.671,40279.776,59294.965,42700.024,78471.134,61972.232,38551.842,44180.106,46185.193,
11,3,55765.457,49983.473,50220.947,50347.683,58255.694,43600.296,48715.644,49978.842,57761.048,42809.52,49748.22,57483.109,52255.842,54792.563,65666.682,65584.13,59196.465,96036.238,41925.799,29662.105,65501.488,50945.487,25969.767,49143.651,57660.214,55169.389,24354.755,44676.551,46513.824,28907.425,56088.886,36935.214,40534.295,43051.71,79726.633,51626.767,85986.406,49158.887,41740.328,59394.501,51302.815,82862.609,76804.547,38524.692,62331.266,55674.816,
11,4,60129.72,47203.385,49784.728,60373.637,58993.458,49675.002,58792.839,52863.197,60103.946,37175.979,58202.909,62083.255,57384.701,62331.325,66188.669,67771.746,70547.659,95905.08,39645.729,33418.43,71375.082,50490.471,34597.955,55343.602,67884.226,66823.587,31383.313,41081.349,46967.29,33327.894,70013.204,38465.508,46795.107,49106.642,76180.295,65670.921,96782.941,56375.095,44551.325,53937.769,52505.754,87554.565,90344.936,38065.98,76758.782,59350.882,
11,5,62922.233,49034.735,49640.281,62149.514,71607.882,56047.731,60403.38,56304.344,61363.994,34492.16,62317.803,65540.413,61049.108,66449.577,66615.775,60868.719,82437.286,94475.014,46625.583,36311.321,73847.746,53971.302,49834.727,61766.885,72165.516,68600.669,42207.447,44233.951,51923.035,38248.219,81284.608,39200.511,53864.071,56254.478,72784.088,71987.016,101006.24,60010.893,49787.514,54115.77,54233.305,98291.407,95454.758,40833.175,83589.19,63967.393,
11,6,70238.703,54064.594,59018.374,57969.365,82163.922,58956.883,58044.859,62735.513,65779.118,33414.691,64712.914,67842.71,66843.451,69858.632,64702.56,51298.188,89555.908,83224.352,55998.252,37920.545,63900.719,51134.223,53976.338,50844.296,65637.419,69295.899,53683.07,51049.106,53645.071,36532.065,82745.509,45246.67,55284.257,54777.876,58832.299,69703.608,95741.416,62219.1,55362.751,49202.444,51391.633,107467.594,82092.578,50077.38,80000.814,62050.641,
11,7,67119.81,52883.761,63343.425,57242.368,81872.494,61444.802,66852.683,67114.88,62602.405,35336.575,63328.918,62354.396,80924.607,63882.028,62348.875,47723,92437.034,65365.532,73296.17,38157.982,53324.945,41598.319,60092.202,44681.6,51284.182,65063.804,60548.886,65406.93,42758.25,37418.43,80746.469,52522.688,51662.902,54910.851,49631.717,65176.363,91354.35,61643.105,57127.862,45821.917,50893.923,93585.913,65249.918,60519.945,72491.247,61260.074,
11,8,64694.642,53786.254,65354.689,60744.821,74178.349,67606.916,74046.397,68440.208,60066.535,39102.359,56687.187,57957.604,95890.402,62381.795,59116.481,49980.798,86687.769,76830.193,74575.292,35971.484,46266.938,47120.11,63524.852,41613.647,44850.289,62113.325,61566.275,81133.832,48732.237,36320.542,75156.417,52209.245,47084.426,58131.841,47876.024,61461.507,69518.107,54294.149,58713.281,48475.255,44928.962,94299.526,53197.545,62045.679,62260.875,54617.593,
11,9,61682.827,59857.776,73575.889,54603.18,81033.031,61508.326,66351.492,73344.358,55634.941,46432.608,59013.216,63059.002,112554.887,71183.846,57935.513,54325.802,82071.132,88380.209,74725.739,33473.094,46489.622,52596.964,59046.339,37504.737,49580.253,52380.781,56850.914,89650.694,52336.104,36779.47,65460.07,51026.875,46928.378,55624.385,48268.822,49743.594,62821,43816.26,70443.402,55684.032,51361.735,96676.201,45594.012,67714.241,51582.532,53026.745,
11,10,58270.61,64145.22,77113.334,49054.137,75905.48,57865.894,67715.007,71664.906,51510.367,52899.158,64235.759,65860.116,123758.57,73931.356,60404.984,56119.15,77956.501,92807.904,72548.323,30580.309,44988.737,47667.931,47633.958,36638.507,67315.912,45608.866,52357.907,94134.129,47452.02,36747.54,57429.74,48403.89,44868.076,51850.193,50907.799,56778.024,60864.839,41341.669,78105.475,61629.439,58788.223,83195.991,43956.939,79867.172,52074.783,54926.792,
11,11,60725.306,64155.673,76782.721,50626.987,62220.22,60825.367,83023.792,69698.434,47438.336,61102.481,67481.205,64691.68,129706.377,76288.139,60919.415,57230.813,74082.941,95801.183,71382.443,28122.451,44499.23,45209.774,44425.816,43517.599,77641.692,38581.547,44705.382,91119.196,42039.433,35405.463,55399.061,44809.45,40189.198,50121.98,52086.642,71345.099,62506.944,40329.388,74364.005,69558.206,65357.166,63800.346,49228.458,77743.37,53335.807,57245.003,
11,12,60646.948,66092.621,68654.045,48046.295,61979.949,58027.73,82301.522,68634.524,43033.013,66671.692,74618.823,63100.485,118409.428,80732.876,61909.091,54184.554,67579.768,95523.81,59049.144,29459.982,43624.095,48516.465,39860.068,48740.769,88186.617,35400.291,38776.955,77603.332,40764.458,33894.688,49517.149,42275.849,40953.623,48063.824,53171.301,79634.041,60270.528,43283.148,75238.277,74686.17,68869.893,71572.546,54355.602,73784.504,55990.14,57930.709,
11,13,59632.186,71343.312,68292.459,53782.251,63574.894,58859.952,72258.58,67406.354,44543.573,75577.184,71415.675,64695.262,107072.586,86835.555,62287.885,59107.392,69570.511,78459.487,62413.328,30057.815,46166.089,70629.716,37362.245,50873.203,93800.169,33285.722,37010.354,66609.451,43785.122,37531.097,40747.113,41274.091,47958.957,52885.968,53111.618,81815.94,68674.115,48987.182,71403.229,74438.629,74535.42,73930.1,56894.203,78559.975,52640.101,59037.559,
11,14,61618.679,68420.491,73938.918,59513.427,63213.046,63634.355,82907.029,77195.135,43429.484,79152.87,73354.622,62316.173,96777.257,78040.864,62246.196,62744.353,70738.786,71476.635,67530.853,31448.4,48297.341,74800.497,36790.553,53483.942,88700.798,31913.455,37415.104,54451.927,47744.148,40642.631,35623.853,43399.642,57318.704,60894.844,50787.788,82747.381,75030.864,56995.425,62602.48,74619.22,71232.952,82910.049,61634.006,79517.261,47865.929,56195.718,
11,15,61312.413,66270.683,68814.265,53568.725,61994.379,62012.187,76610.14,81639.701,61881.231,77443.401,79506.401,61124.466,86469.722,72776.71,60637.608,65739.606,72104.482,75703.881,67037.591,34793.93,52582.94,76822.1,42008.418,59251.73,71258.906,36034.011,41893.572,50139.878,54936.616,41454.938,33572.703,53006.074,63902.764,68751.614,50531.149,71875.628,77010.479,67751.184,55223.738,69565.037,67246.764,98970.098,61285.117,73320.64,44465.691,51621.604,
11,16,59151.272,66864.081,67182.237,53466.744,65275.592,59646.123,58094.53,74100.504,73174.71,78177.546,82854.283,62740.43,77794.371,71747.628,61356.221,66509.58,70042.3,94417.134,64599.068,34979.941,56206.145,78840.424,47147.795,55335.407,64528.557,46273.068,44399.844,49698.854,53501.451,43870.611,38645.149,61015.391,64152.471,75123.054,53387.451,57104.706,81092.018,84651.727,64360.518,63432.402,68457.781,107057.77,62328.936,75508.01,38186.02,49241.506,
11,17,56432.695,65312.862,74575.009,66082.256,67163.685,62133.636,65113.045,77897.405,70812.33,80878.908,77016.041,61320.079,72390.485,65536.156,68038.061,75440.703,72613.564,98919.588,60799.282,32575.113,59311.99,77940.857,50720.431,50411.372,56870.196,56385.273,49376.253,49711.66,64317.054,43149.087,50025.753,60407.792,65398.115,82299.927,53659.781,51838.615,81450.66,92868.318,68926.899,62755.66,69988.674,98569.714,64517.565,76742.475,35013.525,47655.396,
11,18,55847.712,78558.007,71155.621,66496.301,68559.465,62938.257,71583.22,61792.564,82436.148,75585.221,75214.615,60072.515,66435.636,58871.414,73067.611,71566.05,74493.697,101152.094,57408.112,36060.956,59247.286,51259.95,53885.78,50408.421,51900.799,63063.918,52190.317,44445.674,53990.651,42937.539,60650.397,64774.917,59240.266,75780.409,54264.535,58064.158,67815.826,95465.452,75151.537,64975.345,65591.426,90661.435,66331.358,73805.634,39118.428,56265.637,
11,19,51393.473,86549.587,64117.513,62341.293,71594.523,65707.582,69595.942,44302.497,84797.519,73312.496,67897.215,60993.531,58602.082,54315.245,75783.401,66941.079,80890.879,97125.613,53284.417,41253.2,63539.771,40331.212,61578.766,50752.112,48482.035,67932.895,57430.731,43947.036,48584.276,41795.238,75504.983,68347.163,47503.462,69758.872,68154.58,68215.269,56283.61,96132.864,72220.185,65369.559,60806.27,83511.832,59954.431,75993.422,46481.029,63827.31,
11,20,46740.269,99883.335,62711.491,72672.279,77257.863,69177.448,72385.732,44159.715,77803.917,78907.285,59450.92,67111.841,68085.346,54825.011,81143.512,67823.99,84245.829,91667.777,53313.266,40697.517,67555.455,40330.305,65833.971,45339.115,49977.888,66433.622,53942.139,39663.054,42294.823,41573.794,93420.854,61982.625,41432.434,72715.103,72616.77,77393.698,49168.079,90801.247,73650.571,66606.459,57678.398,72164.278,57185.466,74048.698,52946.023,69234.258,
11,21,53198.11,115799.565,62108.146,70034.622,79967.785,69852.761,79744.649,36728.518,71065.209,80338.244,52408.141,71533.78,86417.985,52867.56,86840.836,68859.446,89887.58,75931.754,62519.18,44780.205,72074.549,40299.822,76619.237,44660.747,51933.095,61094.19,51668.765,34516.165,44687.955,50875.89,87121.321,57317.036,47561.82,94084.156,73099.935,83474.114,41180.859,76338.716,72158.95,63917.037,52577.903,65271.457,53277.253,67275.421,58687.267,72938.315,
11,22,54299.393,118852.655,57717.428,59395.293,85401.26,71224.811,80041.936,43082.352,73554.028,80010.601,51532.204,77543.474,90341.491,58552.098,82349.454,67662.816,95314.275,68562.693,69574.255,50570.78,77634.861,38789.614,87460.314,46316.916,53314.167,63829.662,48603.747,36148.079,48594.405,59901.185,77318.073,57355.107,58129.138,98162.9,72735.683,81924.035,35270.754,70838.907,70336.283,60979.466,49242.114,64999.196,48969.963,71123.027,70312.69,71211.565,
11,23,63037.242,125754.834,54417.719,66257.897,92426.377,66587.642,85506.843,49832.087,67239.38,79417.99,51789.177,80962.331,89467.153,65095.435,84022.204,68692.055,101342.204,65445.597,72952.661,50920.939,83773.267,43443.326,101640.076,47591.932,50142.941,59408.688,48751.74,41806.874,52965.389,59736.792,73169.326,60620.851,70319.421,98942.228,67234.301,74400.316,37044.202,69271.592,73721.495,63032.452,49153.785,69957.45,44420.354,84501.107,70348.457,67901.789,
11,24,73313.366,126257.94,64490.085,72371.207,91096.364,64258.346,95449.571,51493.398,56098.939,80106.093,60226.735,81850.611,93417.133,73741.022,92273.345,73699.711,107758.22,69133.372,74658.468,52404.864,89859.594,49137.583,116359.686,50300.015,50124.619,57010.216,50606.037,42380.324,55145.391,59826.336,64460.041,61398.465,70446.12,105575.828,59770.748,62208.59,41163.83,67484.928,83446.06,70009.656,49667.999,66812.207,47154.118,82554.805,65528.206,67502.549,
11,25,67969.072,126111.494,66785.404,79818.831,92352.275,71345.473,108634.73,55303.02,68477.838,78975.248,66696.726,78666.899,82612.944,84609.727,100157.386,80496.808,125361.51,69152.436,73577.29,58242.323,97902.934,55182.543,132497.452,54722.511,50450.317,62587.073,52872.361,44337.899,59642.855,62778.497,50019.113,62420.084,69592.121,105852.462,61712.631,60342.479,48636.554,67379.34,91583.023,69659.337,50970.203,66658.103,54939.59,79928.532,59209.813,64215.152,
11,26,68896.712,146892.379,78947.32,87348.592,89878.652,71416.515,115720.854,62894.259,73922.86,78156.401,68093.978,77349.119,61089.183,86560.241,103538.502,87238.763,141617.963,60032.79,69574.348,64490.585,111205.844,62862.012,146822.578,64799.475,52215.824,65914.656,54935.916,49782.906,62673.344,59758.462,52364.934,62816.322,65875.085,82174.205,61575.46,73037.837,51899.281,68701.245,102872.795,75113.057,53952.48,65137.646,60882.84,79488.636,68391.524,64766.932,
11,27,67572.483,157859.151,93952.985,84200.821,86683.873,76132.145,129009.699,66446.379,72057.483,78881.794,70624.297,80245.559,59282.974,84158.344,113363.215,90421.86,150192.46,63611.984,68596.013,62782.925,126883.324,68221.145,164659.351,74008.473,58562.174,61666.789,63091.357,47514.998,57023.705,59879.89,54169.76,69720.951,57003.56,71560.277,68390.212,84990.077,56224.539,71519.591,123185.479,80072.195,59094.828,65567.172,64477.868,69865.718,69435.749,64812.745,
11,28,61102.254,180733.555,106141.706,86309.679,93953.324,85541.566,145296.22,67081.507,80781.182,83282.668,71027.951,88470.025,66280.075,79874.384,124678.249,100094.057,154074.406,65199.838,72599.066,64209.111,145175.583,71804.321,181959.21,77107.475,61023.814,67703.926,71208.64,42126.653,52568.871,62044.927,52911.317,73474.047,53956.764,74883.273,73604.844,88043.621,56974.547,75231.583,141527.939,79661.412,65239.036,66882.36,67057.313,54725.378,72136.192,70373.953,
11,29,70923.893,207468.256,116895.15,90727.512,96711.817,80978.963,154348.745,73214.251,82727.287,87233.878,68327.768,96386.052,75681.506,72850.564,137956.28,110410.851,145767.513,68761.072,80061.905,64720.515,167111.821,72535.274,187832.757,81328.971,63588.475,80673.495,69170.016,46241.347,52680.256,64334.203,54582.558,76920.701,66535.866,79190.27,74624.653,90725.38,55698.608,74397.388,158821.822,77067.163,71300.712,71311.323,67505.691,49630.145,80875.579,69969.698,
11,30,77745.598,233160.668,140066.715,88734.229,124042.954,78708.582,164020.594,75754.099,77473.113,91791.792,64959.654,102145.958,76419.103,66146.073,151750.016,124182.935,138030.626,65807.855,88797.37,70628.588,192947.969,75777.459,202024.138,92124.62,67830.94,87826.45,67257.055,57358.062,52999.905,65635.879,57524.884,80469.773,70579.083,81610.064,71054.581,81704.35,55487.728,74377.278,176335.911,86561.71,76357.097,73178.002,61269.355,52459.235,87410.618,72622.594,
12,1,84708.12,255513.928,158464.495,87705.99,143598.727,110185.04,177079.881,74592.78,90416.053,104278.882,72864.382,114782.727,97198.807,74030.485,169246.52,148684.215,141235.443,76803.289,87538.122,82318.946,230899.857,85933.859,222407.176,104935.3,77982.635,92582.534,78897.529,84911.799,58327.686,68659.016,67853.323,90553.663,80448.971,92795.014,78514.025,73715.627,78986.358,79649.392,202029.703,107581.425,82713.53,81639.949,64296.893,85649.305,81854.433,77894.367,
12,2,94600.168,285570.878,167250.842,92606.346,167641.043,122495.858,187826.127,106201.858,101460.715,116281.962,80175.23,122128.105,123095.443,81743.874,194231.174,184654.918,160292.793,85165.88,88823.101,94131.272,266389.991,103107.518,238118.157,120711.772,83683.804,102314.606,92363.574,109784.834,68012.757,69606.12,83601.586,101142.212,92825.131,102683.015,83832.209,66918.256,106392.501,82768.769,224456.853,132522.203,90186.123,98993.844,71036.702,113323.409,80349.126,85086.787,
